Category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity
Fruits & Vegetables,Onion,25,16,3,2100,1000,FALSE,1
Fruits & Vegetables,Tomato Hybrid,42,16,3,3500,1000,FALSE,1
Fruits & Vegetables,Tender Coconut,51,15,3,4300,58,FALSE,1
Fruits & Vegetables,Coriander Leaves,20,15,3,1700,100,FALSE,100
Fruits & Vegetables,Ladies Finger ,14,14,3,1200,250,FALSE,250
Fruits & Vegetables,Potato,35,17,3,2900,1000,FALSE,1
Fruits & Vegetables,Lemon,75,16,3,6300,200,FALSE,200
Fruits & Vegetables,Watermelon ,58,15,3,4900,58,FALSE,1
Fruits & Vegetables,Capsicum Green ,23,17,3,1900,250,FALSE,250
Fruits & Vegetables,Chilli Green ,19,15,3,1600,100,FALSE,100
Fruits & Vegetables,Banana Robusta,29,17,3,2400,348,FALSE,6
Fruits & Vegetables,Garlic Indian ,11,18,3,900,100,FALSE,100
Fruits & Vegetables,Cauliflower,26,15,3,2200,58,FALSE,1
Fruits & Vegetables,Ginger,14,14,3,1200,200,FALSE,200
Fruits & Vegetables,Spinach,19,15,3,1600,250,FALSE,250
Fruits & Vegetables,Muskmelon,42,16,3,3500,58,FALSE,1
Fruits & Vegetables,Cabbage ,15,13,3,1300,58,FALSE,1
Fruits & Vegetables,Methi,30,16,3,2500,250,FALSE,250
Fruits & Vegetables,Broccoli,36,16,3,3000,500,FALSE,500
Fruits & Vegetables,Sapota,30,16,3,2500,348,FALSE,6
Fruits & Vegetables,Onion,68,16,3,5700,3000,FALSE,3
Fruits & Vegetables,Potato,100,16,3,8400,3000,FALSE,3
Fruits & Vegetables,Orange Nagpur,82,15,3,6900,232,FALSE,4
Fruits & Vegetables,Mint Leaves ,11,18,3,900,100,FALSE,100
Fruits & Vegetables,Beans French,33,15,3,2800,250,FALSE,250
Fruits & Vegetables,Bottle Gourd ,26,15,3,2200,58,FALSE,1
Fruits & Vegetables,Banana Elaichi ,58,15,3,4900,348,FALSE,6
Fruits & Vegetables,Coconut Big,36,16,3,3000,58,FALSE,1
Fruits & Vegetables,Curry Leaves,13,15,3,1100,50,FALSE,50
Fruits & Vegetables,Brinjal Bharta,19,15,3,1600,58,FALSE,1
Fruits & Vegetables,Lettuce Iceberg,25,16,3,2100,250,FALSE,250
Fruits & Vegetables,Papaya,54,16,3,4500,58,FALSE,1
Fruits & Vegetables,Apple Shimla,142,16,3,11900,232,FALSE,4
Fruits & Vegetables,Bitter Gourd,18,16,3,1500,250,FALSE,250
Fruits & Vegetables,Brinjal Small,18,16,3,1500,250,FALSE,250
Fruits & Vegetables,Sweet Corn,36,16,3,3000,116,FALSE,2
Fruits & Vegetables,Spring Onion ,18,16,3,1500,250,FALSE,250
Fruits & Vegetables,Bell Peppers Red & Yellow ,118,16,3,9900,116,FALSE,2
Fruits & Vegetables,Pomegranate ,106,16,3,8900,116,FALSE,2
Fruits & Vegetables,Sweet Lime,30,16,3,2500,116,FALSE,2
Fruits & Vegetables,Baby Potato,19,15,3,1600,500,FALSE,500
Fruits & Vegetables,Coccinia,32,15,3,2700,250,FALSE,250
Fruits & Vegetables,Guava,54,16,3,4500,232,FALSE,4
Fruits & Vegetables,Apple Washington,177,15,3,14900,232,FALSE,4
Fruits & Vegetables,Amla,32,15,3,2700,250,FALSE,250
Fruits & Vegetables,Beans Cluster,30,16,3,2500,250,FALSE,250
Fruits & Vegetables,Apple Royal Gala,189,15,3,15900,232,FALSE,4
Fruits & Vegetables,Chilli Bhaji,30,16,3,2500,250,FALSE,250
Fruits & Vegetables,Lettuce Green,23,17,3,1900,100,FALSE,100
Fruits & Vegetables,Baby Corn Peeled,35,17,3,2900,250,FALSE,250
Fruits & Vegetables,Mixed Sprouts,35,17,3,2900,200,FALSE,200
Fruits & Vegetables,Zucchini Green,35,17,3,2900,250,FALSE,250
Fruits & Vegetables,Beans Broad,42,16,3,3500,250,FALSE,250
Fruits & Vegetables,Raw Banana,20,15,6,1700,500,FALSE,500
Fruits & Vegetables,Colocasia ,29,17,6,2400,500,FALSE,500
Fruits & Vegetables,Tomato Cherry ,35,17,3,2900,200,FALSE,200
Fruits & Vegetables,Sweet Potato ,38,15,3,3200,500,FALSE,500
Fruits & Vegetables,Pineapple Slice,89,15,3,7500,200,FALSE,200
Fruits & Vegetables,Orange,54,16,3,4500,116,FALSE,2
Fruits & Vegetables,Dragon Fruit Imported,70,15,3,5900,58,FALSE,1
Fruits & Vegetables,Zucchini Yellow,42,16,3,3500,250,FALSE,500
Fruits & Vegetables,Apple Kinnaur,142,16,6,11900,232,FALSE,4
Fruits & Vegetables,Pineapple,94,15,3,7900,58,FALSE,1
Fruits & Vegetables,Basil,20,15,3,1700,100,FALSE,100
Fruits & Vegetables,Parsley,17,17,3,1400,100,FALSE,100
Fruits & Vegetables,Ridge Gourd,30,16,3,2500,500,FALSE,500
Fruits & Vegetables,Papaya Cut,46,15,3,3900,200,FALSE,200
Fruits & Vegetables,Pomegranate Peeled,58,15,2,4900,100,FALSE,100
Fruits & Vegetables,Pear Green Imported,82,15,3,6900,116,FALSE,2
Fruits & Vegetables,Guava Thai,70,15,3,5900,116,FALSE,2
Fruits & Vegetables,Lettuce Red,20,15,3,1700,100,FALSE,100
Fruits & Vegetables,Mango Raw,60,16,3,5000,500,FALSE,500
Fruits & Vegetables,Biryani /Pulav Mix,58,15,3,4900,250,FALSE,250
Fruits & Vegetables,Banana Nendran,54,16,6,4500,500,FALSE,500
Fruits & Vegetables,Pumpkin Cut,30,16,3,2500,200,FALSE,200
Fruits & Vegetables,Banana Red,54,16,6,4500,500,FALSE,500
Fruits & Vegetables,Radish White,23,17,6,1900,500,FALSE,500
Fruits & Vegetables,Avocado Indian Premium,177,15,3,14900,58,FALSE,1
Fruits & Vegetables,Banana Leaf,12,16,2,1000,58,FALSE,1
Fruits & Vegetables,Sponge Gourd,25,16,2,2100,300,FALSE,300
Fruits & Vegetables,Zama Organics Carrot,20,15,3,1700,250,FALSE,250
Fruits & Vegetables,Safal Frozen - Mixed Vegetables,110,4,2,10500,1000,FALSE,1
Fruits & Vegetables,Zama Organics Sweet Potato,37,16,3,3100,250,FALSE,250
Fruits & Vegetables,Beetroot,16,18,3,1300,500,FALSE,500
Fruits & Vegetables,Capsicum,26,19,3,2100,500,FALSE,500
Fruits & Vegetables,Carrot,19,21,3,1500,500,FALSE,500
Fruits & Vegetables,Garlic,17,23,3,1300,200,FALSE,200
Fruits & Vegetables,Carrot,13,15,0,1100,250,TRUE,200
Fruits & Vegetables,Beetroot,11,18,0,900,250,TRUE,250
Fruits & Vegetables,Moong Sprouts,35,17,0,2900,200,TRUE,200
Fruits & Vegetables,Safal Frozen Mixed Vegetables,60,5,0,5700,500,TRUE,500
Fruits & Vegetables,Safal Frozen Corn,41,4,0,3900,200,TRUE,200
Fruits & Vegetables,Safal Frozen - Sweet Corn,160,5,0,15200,1000,TRUE,1
Cooking Essentials,Maggi 2 Minute Masala Noodles,12,0,6,1200,70,FALSE,70
Cooking Essentials,iD Idli & Dosa Batter ,80,15,6,6800,1000,FALSE,1
Cooking Essentials,Tata Salt,24,0,6,2400,1000,FALSE,1
Cooking Essentials,Arden Eggs White,97,0,4,9700,696,FALSE,12
Cooking Essentials,Arden Eggs White,65,15,4,5500,348,FALSE,6
Cooking Essentials,Fortune Sunlite Refined Sunflower (Pouch),230,4,6,21900,1000,FALSE,1
Cooking Essentials,Aashirvaad Superior MP Atta,250,2,6,24500,5000,FALSE,5
Cooking Essentials,Amul Pure Ghee (Pouch),255,2,6,24900,500,FALSE,500
Cooking Essentials,Arden Eggs Brown,85,7,4,7900,348,FALSE,6
Cooking Essentials,Tata Salt Lite,40,10,6,3600,1000,FALSE,1
Cooking Essentials,Saffola Gold Oil (Pouch),215,0,6,21500,1000,FALSE,1
Cooking Essentials,Fortune Sunlite Refined Sunflower (Jar),925,0,6,92500,5000,FALSE,5
Cooking Essentials,Fortune Rice Bran (Pouch),225,11,6,19900,1000,FALSE,1
Cooking Essentials,Saffola Active Oil,210,0,6,21000,1000,FALSE,1
Cooking Essentials,Amul Pure Ghee (Pouch),505,1,2,49900,1000,FALSE,1
Cooking Essentials,Aashirvaad Atta,460,13,6,39900,10000,FALSE,10
Cooking Essentials,Popular Essentials Toor Dal (Un-Polished),160,6,4,14900,1000,FALSE,1
Cooking Essentials,Amul Ghee (Tin),520,2,6,50900,1000,FALSE,1
Cooking Essentials,Amul Fresh Cream,197,3,3,19100,1000,FALSE,1
Cooking Essentials,Popular Essentials Pure Jaggery,50,2,6,4900,450,FALSE,450
Cooking Essentials,Aashirvaad Multigrain Atta,64,3,2,6200,1000,FALSE,1
Cooking Essentials,Fortune Soyabean Oil,1005,0,6,99900,5000,FALSE,5
Cooking Essentials,Popular Essentials Sunflower Seeds,25,0,6,2500,50,FALSE,50
Cooking Essentials,Tata Sampann kabuli chana,185,1,4,18300,1000,FALSE,500
Cooking Essentials,Dhara Groundnut Oil (Pouch),230,11,6,20300,1000,FALSE,1
Cooking Essentials,Dhara Health Refined Sun Flower Oil Jar,1200,18,6,98400,5000,FALSE,5
Cooking Essentials,24 Mantra Organic Jaggery Powder,80,15,6,6800,500,FALSE,500
Cooking Essentials,Tata Sampann High Protien Kabuli Chana,94,0,1,9400,500,FALSE,500
Cooking Essentials,Dhara Kachi Ghani Mustard Oil Jar,1250,8,6,114300,5000,FALSE,5
Cooking Essentials,D'lecta Dairy Cream,54,5,6,5100,200,FALSE,200
Cooking Essentials,Ching's Secret Instant Hot Garlic Noodles,15,0,3,1500,60,FALSE,60
Cooking Essentials,Dabur Ginger Garlic Paste,25,8,3,2300,100,FALSE,100
Cooking Essentials,Ching's Secret Instant Schezwan Noodles,15,0,6,1500,60,FALSE,60
Cooking Essentials,Gowardhan Ghee/Tuppa Jar,315,1,6,30900,500,FALSE,500
Cooking Essentials,Tata Sampann Unpolished Moong Dal ,92,4,4,8800,500,FALSE,500
Cooking Essentials,Aashirvaad Select Atta,64,0,6,6400,1000,FALSE,1
Cooking Essentials,Popular Essentials Misri Dana (Diamond Sugar) ,15,0,4,1500,100,FALSE,100
Cooking Essentials,Gowardhan Ghee Jar,598,3,6,57900,1000,FALSE,1
Cooking Essentials,Top Ramen  Noodles Curry Veg Pouch,20,0,1,2000,70,FALSE,70
Cooking Essentials,Popular Essentials Refined Sugar,60,0,6,6000,1000,FALSE,1
Cooking Essentials,Fortune Kachi Ghani Mustard Oil Bottle,216,7,6,19900,1000,FALSE,1
Cooking Essentials,Saffola Veggie Twist Masala Oats,15,0,6,1500,38,FALSE,38
Cooking Essentials,Satyam Puffed Rice Kurmura (R),23,0,6,2300,200,FALSE,200
Cooking Essentials,Quaker Oats,79,0,2,7900,400,FALSE,400
Cooking Essentials,Aashirvaad Select Sharbati Atta,315,10,6,28300,5000,FALSE,5
Cooking Essentials,Popular Essentials Refined Sugar,295,10,6,26500,5000,FALSE,5
Cooking Essentials,Gowardhan Cow Ghee Pouch,579,10,6,52100,1000,FALSE,1
Cooking Essentials,Dhara Nourish Refined Sunflower Oil Pouch,210,5,6,19900,1000,FALSE,1
Cooking Essentials,Parachute Oil ,40,7,3,3700,100,FALSE,100
Cooking Essentials,Popular Essentials Plain Puffed Rice (Murmura/Muri),18,0,6,1800,100,FALSE,100
Cooking Essentials,Amul Mithai Mate Condensed Sweetened Milk,56,3,4,5400,200,FALSE,200
Cooking Essentials,Saffola Gold (Jar),1240,0,6,124000,5000,FALSE,5
Cooking Essentials,McCain New Mini Samosa with Cheese Pizza Style Filling,120,1,3,11800,240,FALSE,240
Cooking Essentials,Fortune Rice Bran Health Oil (Jar),1050,1,6,103900,5000,FALSE,5
Cooking Essentials,Arden Desi Eggs,110,13,4,9500,348,FALSE,6
Cooking Essentials,Fortune Rozana Basmati Rice,585,21,6,46200,5000,FALSE,5
Cooking Essentials,Fortune Biriyani Special Basmati Rice,175,0,5,17500,1000,FALSE,1
Cooking Essentials,Everest Garam Masala,78,7,5,7200,100,FALSE,100
Cooking Essentials,Popular Essentials Pumpkin Seeds,90,16,6,7500,100,FALSE,100
Cooking Essentials,Fortune Soya Health Refined Soybean Oil,210,1,2,20600,1000,FALSE,1
Cooking Essentials,Gowardhan Pure Ghee Pouch,295,4,6,28100,500,FALSE,500
Cooking Essentials,Popular Essentials Jeera/Cumin Seeds,40,5,3,3800,100,FALSE,100
Cooking Essentials,Weikfield Baking Soda,30,3,6,2900,100,FALSE,100
Cooking Essentials,Everest Pav Bhaji Masala,37,10,4,3300,50,FALSE,50
Cooking Essentials,Tata Sampann Unpolished Chana Dal,95,6,2,8900,1000,FALSE,500
Cooking Essentials,Amul Mithai Mate EOE Tin,112,2,6,10900,400,FALSE,400
Cooking Essentials,Pillsbury Chakki Fresh Atta,450,16,6,37500,10000,FALSE,10
Cooking Essentials,Everest Chicken Masala,39,2,1,3800,50,FALSE,50
Cooking Essentials,Dhara Life Refined Ricebran Oil (Pouch),205,7,6,19000,1000,FALSE,1
Cooking Essentials,Borges Extra Virgin Olive Oil,400,25,1,29900,250,FALSE,250
Cooking Essentials,Everest Shahi Biryani Masala,70,14,6,6000,50,FALSE,50
Cooking Essentials,Popular Essentials Californian Almond,350,28,6,25100,250,FALSE,250
Cooking Essentials,Popular Essentials Ajwain Whole,25,0,4,2500,50,FALSE,50
Cooking Essentials,Everest Tikhalal Chilli Powder,235,9,6,21200,500,FALSE,500
Cooking Essentials,Popular Essentials Kabuli Chana Regular,85,9,6,7700,500,FALSE,500
Cooking Essentials,Pillsbury Chakki Fresh Atta,52,0,4,5200,1000,FALSE,1
Cooking Essentials,Popular Essentials Saunf/Fennel Seeds,45,2,6,4400,100,FALSE,100
Cooking Essentials,Popular Essentials Bansi Sooji,35,2,3,3400,500,FALSE,500
Cooking Essentials,Happilo Premium International Queen Kalmi Dates,245,29,6,17200,200,FALSE,200
Cooking Essentials,Tata Sampann Unpolished Urad Whole,101,6,4,9400,500,FALSE,500
Cooking Essentials,Popular Essentials Cashew Split,325,12,6,28300,250,FALSE,250
Cooking Essentials,Popular Essentials Chana Dal (Un-Polished),60,10,6,5400,500,FALSE,500
Cooking Essentials,Tata Sampann Unpolished Rajma (Chitra),134,6,6,12500,500,FALSE,500
Cooking Essentials,Everest Garam Masala,42,2,2,4100,50,FALSE,50
Cooking Essentials,Everest Kitchen King Masala,70,14,2,6000,100,FALSE,100
Cooking Essentials,24 Mantra Organic Cumin,70,7,2,6500,100,FALSE,100
Cooking Essentials,Nestle Milkmaid,132,3,6,12800,400,FALSE,400
Cooking Essentials,Popular Essentials Sona Masouri Steam Rice,65,9,6,5900,1000,FALSE,1
Cooking Essentials,24 Mantra Organic Tur Dal,260,20,6,20800,1000,FALSE,1
Cooking Essentials,Gits Gulab Jamun Instant Dessert Mix,99,10,6,8900,200,FALSE,200
Cooking Essentials,Popular Essentials Black Masoor Whole (Un-Polished),65,10,3,5800,500,FALSE,500
Cooking Essentials,24 Mantra Organic Peanuts,135,7,1,12500,500,FALSE,500
Cooking Essentials,Everest Hingraj Powder,90,10,2,8100,50,FALSE,50
Cooking Essentials,Everest Black Pepper Powder,135,14,6,11500,100,FALSE,100
Cooking Essentials,Tata Sampann Masoor Dal Stand,150,10,4,13400,1000,FALSE,1
Cooking Essentials,24 Mantra Organic Besan,95,7,5,8800,500,FALSE,500
Cooking Essentials,Quaker Oats,199,7,6,18400,1000,FALSE,1
Cooking Essentials,Saffola Gold Refined Cooking Oil (Jar),485,7,6,44900,2000,FALSE,2
Cooking Essentials,Nestle Everyday Dairy Whitener,210,0,4,21000,400,FALSE,400
Cooking Essentials,24 Mantra Organic Red Poha,75,8,1,6900,500,FALSE,500
Cooking Essentials,Everest Powder - Tea Masala,98,9,5,8900,100,FALSE,100
Cooking Essentials,Tata Sampann Urad Dal Split,94,4,6,9000,500,FALSE,500
Cooking Essentials,Popular Essentials Idli Sooji ,30,6,6,2800,500,FALSE,500
Cooking Essentials,Popular Essentials Dessicated Coconut,95,9,6,8600,200,FALSE,200
Cooking Essentials,Sunfeast Yippee! Mood Masala Noodles,60,28,3,4300,260,FALSE,260
Cooking Essentials,Chef's Basket Durum Wheat Elbow Pasta,160,50,6,8000,500,FALSE,500
Cooking Essentials,MTR Breakfast Khatta Meetha Poha Mix,25,20,6,2000,60,FALSE,60
Cooking Essentials,Satyam Khobra,113,10,5,10100,200,FALSE,200
Cooking Essentials,Betty Crocker Complete Pancake Mix Original,110,4,6,10500,250,FALSE,500
Cooking Essentials,Borges Durum Wheat Fusilli Pasta ,250,0,3,25000,500,FALSE,500
Cooking Essentials,24 Mantra Organic Green Moong Dal - Split,135,0,2,13500,500,FALSE,500
Cooking Essentials,Weikfield Vanilla Flavoured Custard Powder,37,0,6,3700,100,FALSE,100
Cooking Essentials,Tata Sampann Moong Dal Split,180,1,5,17800,1000,FALSE,200
Cooking Essentials,Tata Sampann Kala Chana,64,0,5,6400,500,FALSE,500
Cooking Essentials,Saffola Soya Chunks Mealmaker,50,0,2,5000,200,FALSE,200
Cooking Essentials,24 Mantra Bura Sugar (Demerara),80,10,6,7200,500,FALSE,500
Cooking Essentials,Popular Essentials Green Cardamom (Elaichi),200,1,6,19800,50,FALSE,50
Cooking Essentials,Hershey's Syrup Delicious Strawberry,95,0,1,9500,200,FALSE,200
Cooking Essentials,Popular Essentials Anjeer,190,11,4,16900,100,FALSE,100
Cooking Essentials,Popular Essentials Mustard Seeds Rai Small,20,0,2,2000,100,FALSE,100
Cooking Essentials,Weikfield Baking Powder,33,3,6,3200,100,FALSE,100
Cooking Essentials,Dabur Honey Squeezy,185,9,6,16700,225,FALSE,225
Cooking Essentials,Tata Sampann High Protein Kali Urad,91,14,6,7800,500,FALSE,500
Cooking Essentials,Everest Kitchen King Masala,37,2,6,3600,50,FALSE,50
Cooking Essentials,Chef's Basket Durum Wheat Fusilli Pasta,160,50,6,8000,500,FALSE,500
Cooking Essentials,TilSona Til Oil,180,10,2,16200,500,FALSE,500
Cooking Essentials,Top Ramen Chicken Noodles,60,10,1,5400,280,FALSE,280
Cooking Essentials,Everest Chaat Masala,35,2,1,3400,50,FALSE,50
Cooking Essentials,Keya Wonder Red Hot Chilli Flakes,89,10,2,8000,40,FALSE,40
Cooking Essentials,Popular Essentials White Peas (Un-Polished),80,10,5,7200,500,FALSE,500
Cooking Essentials,Ching’s Secret Chowmein Hakka Noodles Masala ,44,0,2,4400,60,FALSE,60
Cooking Essentials,Dhara Filtered Groundnut Oil (Jar),1050,1,6,103500,5000,FALSE,5
Cooking Essentials,Pillsbury Choco Chip Pancake Mix,99,5,6,9400,165,FALSE,165
Cooking Essentials,Hershey's Caramel Syrup,230,0,1,23000,623,FALSE,623
Cooking Essentials,Pillsbury Multi Grain Atta,60,6,3,5600,1000,FALSE,1
Cooking Essentials,McCain New Mini Samosa with Cheese Corn Style Filling,120,1,2,11800,240,FALSE,240
Cooking Essentials,Satyam Puffed Rice Kurmura (A),43,0,6,4300,200,FALSE,200
Cooking Essentials,MTR 3 Min Poha,25,0,6,2500,60,FALSE,60
Cooking Essentials,Ching's Manchurian Instant Noodles,15,0,5,1500,60,FALSE,60
Cooking Essentials,Everest Pav Bhaji Masala,70,0,2,7000,100,FALSE,100
Cooking Essentials,Hershey's Chocolate Flavour Syrup,220,6,6,20500,623,FALSE,680
Cooking Essentials,Popular Essentials Dhania (Coriander Seeds),55,16,4,4600,200,FALSE,200
Cooking Essentials,24 Mantra Red Chilly Whole,70,7,1,6500,100,FALSE,100
Cooking Essentials,Dabur Honey - World's No.1,120,0,6,12000,250,FALSE,250
Cooking Essentials,24 Mantra Organic Puffed Rice,40,2,6,3900,200,FALSE,200
Cooking Essentials,24 Mantra Organic Wheat Daliya ,48,2,2,4700,500,FALSE,500
Cooking Essentials,24 Mantra Organic Ragi Flour,65,20,4,5200,500,FALSE,500
Cooking Essentials,Popular Essentials Cinnamon Whole (Dalchini),35,5,6,3300,25,FALSE,25
Cooking Essentials,Sundrop Super Lite Advanced - Sunflower Oil,215,0,4,21500,1000,FALSE,1
Cooking Essentials,Pillsbury Atta/Godihittu - Chakki Fresh,102,7,4,9400,2000,FALSE,2
Cooking Essentials,Popular Essentials Green Moong Chilka/Chilka (Un-Polished),85,7,5,7900,500,FALSE,500
Cooking Essentials,Popular Essentials HMT Kolam Steam,75,0,3,7500,1000,FALSE,1
Cooking Essentials,Popular Essentials Black Urad Split,80,10,4,7200,500,FALSE,500
Cooking Essentials,Keya Oregano,109,10,5,9800,9,FALSE,9
Cooking Essentials,Popular Essentials Pink Rajma,100,10,6,9000,500,FALSE,500
Cooking Essentials,Everest Chicken Masala,74,2,6,7200,100,FALSE,100
Cooking Essentials,Popular Essentials HMT Kolam Steam,370,10,6,33300,5000,FALSE,5
Cooking Essentials,Everest Shahi Paneer Masala,42,4,5,4000,50,FALSE,50
Cooking Essentials,Godrej Yummiez Chicken Nuggets,325,9,1,29300,500,FALSE,500
Cooking Essentials,Flying Bird Vanilla Essence,35,2,6,3400,20,FALSE,20
Cooking Essentials,Everest Sabji Masala,30,3,6,2900,50,FALSE,50
Cooking Essentials,Popular Essentials Californian Almond,695,32,6,47000,500,FALSE,500
Cooking Essentials,Cornitos Cornitos Taco Shells - 4 Inches,110,20,6,8800,80,FALSE,80
Cooking Essentials,Everest Rajma Masala,33,3,5,3200,50,FALSE,50
Cooking Essentials,Popular Essentials White Til,40,5,1,3800,100,FALSE,100
Cooking Essentials,Amul Dark Compound Chocolate Slab,125,2,6,12200,500,FALSE,500
Cooking Essentials,Mothers Recipe Papad Chana Masala,79,10,6,7100,200,FALSE,200
Cooking Essentials,Ching's Schezwan Masala Instant Noodles,60,0,1,6000,240,FALSE,240
Cooking Essentials,Amul Milk Compound Chocolate Slab,110,2,6,10700,500,FALSE,500
Cooking Essentials,Eastern Chicken Masala,70,7,3,6500,100,FALSE,100
Cooking Essentials,Popular Essentials Methi Seeds,25,0,5,2500,100,FALSE,100
Cooking Essentials,Saffola Yummy Masala Noodles ,20,0,2,2000,46,FALSE,46
Cooking Essentials,Cadbury Hot Chocolate,175,5,6,16600,200,FALSE,200
Cooking Essentials,Ching's Chicken Chilli Masala,10,0,6,1000,20,FALSE,20
Cooking Essentials,Dabur Keora water - Authentic flavour for Biryani's and Desserts,62,6,6,5800,250,FALSE,250
Cooking Essentials,Popular Essentials Black Cardamom/Elaichi ,100,10,6,9000,50,FALSE,50
Cooking Essentials,Popular Essentials Idli Rice,60,10,4,5400,1000,FALSE,1
Cooking Essentials,Everest Chole Masala,33,3,1,3200,50,FALSE,50
Cooking Essentials,Dabur Hommade Tamarind Paste,48,6,6,4500,200,FALSE,200
Cooking Essentials,"""Maggi Magic Cubes, Vegetarian Masala (Free 2 Cubes Inside)""",35,2,6,3400,48,FALSE,48
Cooking Essentials,Popular Essentials Cooking Soda,30,10,6,2700,200,FALSE,200
Cooking Essentials,RRO Primio Refined Groundnut Oil Pet Bottle,255,6,2,23900,1000,FALSE,1
Cooking Essentials,Everest Pani Puri Masala,31,3,6,3000,50,FALSE,50
Cooking Essentials,Nissin Cup Noodles Tangy Tomato,50,10,2,4500,70,FALSE,70
Cooking Essentials,Ching's Veg Manchurian Masala,10,0,2,1000,20,FALSE,20
Cooking Essentials,Ceres Foods Fish Mustard Instant Liquid Masala,220,50,6,11000,200,FALSE,200
Cooking Essentials,Everest Garam Masala,158,10,6,14200,200,FALSE,200
Cooking Essentials,24 Mantra Organic Jowar Flour,70,7,6,6500,500,FALSE,500
Cooking Essentials,Maggi Coconut Milkpowder,100,0,6,10000,100,FALSE,100
Cooking Essentials,On1y Pepper Grinder,159,9,1,14400,50,FALSE,50
Cooking Essentials,Popular Essentials Rice Flour,60,0,3,6000,1000,FALSE,1
Cooking Essentials,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,28,10,1,2500,65,FALSE,65
Cooking Essentials,24 Mantra Organic Brown Sona Masoori Rice,95,0,6,9500,1000,FALSE,1
Cooking Essentials,Happilo Premium Afghani Anjeer,365,29,2,25600,200,FALSE,200
Cooking Essentials,Popular Essentials Chiroti Sooji,35,2,6,3400,500,FALSE,500
Cooking Essentials,RRO Til Dil Premium Til Oil Bottle,330,10,5,29400,1000,FALSE,1
Cooking Essentials,Popular Essentials Red Rajma,90,10,6,8100,500,FALSE,500
Cooking Essentials,Cornitos Peanut - Premium Salted ,120,10,6,10800,150,FALSE,150
Cooking Essentials,Popular Essentials Black Pepper,100,10,5,9000,100,FALSE,100
Cooking Essentials,24 Mantra Organic Tur Dal - Split,130,7,6,12000,500,FALSE,500
Cooking Essentials,Sugarfree Gold Low Calorie Sweetner,65,6,3,6100,110,FALSE,100
Cooking Essentials,Ching's Secret Paneer Chilli Masala,10,0,2,1000,20,FALSE,20
Cooking Essentials,Dabur Honey ,220,7,3,20400,500,FALSE,500
Cooking Essentials,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,28,17,3,2300,65,FALSE,65
Cooking Essentials,Everest Tea Masala,55,9,2,5000,50,FALSE,50
Cooking Essentials,Ching's Paneer Chilli Masala,44,0,4,4400,60,FALSE,60
Cooking Essentials,Sunfeast YiPPee! Magic Masala Noodles,70,10,3,6300,405,FALSE,405
Cooking Essentials,Everest Meat Masala Powder,74,9,3,6700,100,FALSE,100
Cooking Essentials,Pillsbury Atta With Multigrains Wheat Grains,295,16,6,24500,5000,FALSE,5
Cooking Essentials,Mother's Recipe Tamarind Paste,50,2,6,4900,200,FALSE,200
Cooking Essentials,Quaker Oats Breakfast Cereals - With Flavour Mix Nutritious Rich Source Of Energy,49,8,6,4500,200,FALSE,200
Cooking Essentials,Popular Essentials Cloves (Lavang),75,17,6,6200,50,FALSE,50
Cooking Essentials,Sunfeast Yippee! Power Up Atta Noodles,96,15,6,8100,280,FALSE,280
Cooking Essentials,Suhana Paneer Tikka Masala Mix,40,5,6,3800,50,FALSE,50
Cooking Essentials,24 Mantra Turmeric Powder,35,2,6,3400,100,FALSE,100
Cooking Essentials,24 Mantra Super Grain Quinoa,190,0,4,19000,500,FALSE,500
Cooking Essentials,Everest Powder - Egg Curry Masala,40,2,6,3900,50,FALSE,50
Cooking Essentials,Popular Essentials Pe Shah Jeera ,60,15,6,5100,50,FALSE,50
Cooking Essentials,24 Mantra Organic Sattu Atta,95,0,6,9500,500,FALSE,500
Cooking Essentials,Smith & Jones Pasta Masala,46,0,6,4600,54,FALSE,54
Cooking Essentials,Weikfield Vanilla Custard Powder,142,9,3,12800,500,FALSE,500
Cooking Essentials,Sugarfree Natura Low Calorie Sweetner ,300,10,3,27000,42,FALSE,42
Cooking Essentials,Pillsbury Vanilla Custard Powder,37,2,6,3600,100,FALSE,100
Cooking Essentials,24 Mantra Organic Rajma,145,0,6,14500,500,FALSE,500
Cooking Essentials,Popular Essentials Broken Wheat/Daliya,35,2,6,3400,500,FALSE,500
Cooking Essentials,Zorabian Chicken Smoked Ham,205,5,1,19400,250,FALSE,250
Cooking Essentials,Smith & Jones Peri Peri Masala,99,0,6,9900,75,FALSE,75
Cooking Essentials,Saffola Veggie Twist Masala Oats,195,12,2,17100,500,FALSE,500
Cooking Essentials,Popular Essentials Urad Dal Split (Un-Polished),85,9,5,7700,500,FALSE,500
Cooking Essentials,Weikfield Baking Powder,22,0,6,2200,50,FALSE,50
Cooking Essentials,Popular Essentials Bajra Whole,65,13,6,5600,1000,FALSE,1
Cooking Essentials,Weikfield Veg Jelly Crystals - Strawberry,45,2,6,4400,90,FALSE,90
Cooking Essentials,Weikfield Veg Jelly Crystals - Raspberry,45,2,6,4400,90,FALSE,90
Cooking Essentials,Popular Essentials Masoor Dal Split (Un-Polished),70,10,4,6300,500,FALSE,500
